RECORD ID NUMBER,INPUT ADDRESS,TIGER ADDRESS RANGE MATCH INDICATOR,TIGER MATCH TYPE,TIGER OUTPUT ADDRESS,INTERPOLATED LONGITUDE AND LATITUDE,TIGERLINE ID,STATE CODE,COUNTY CODE,TRACT CODE
1328696,"3140 Nw 12th Pl, Lauderhill, FL, ",Match,Exact,"3140 NW 12TH PL, LAUDERHILL, FL, 33311","-80.187725536998,26.140701702094",114709432,12,011,041200
1346567,"9250 Indiantown Rd, Jupiter, FL, ",Match,Non_Exact,"9250 W INDIANTOWN RD, JUPITER, FL, 33478","-80.178865658789,26.937877939569",638767695,12,099,007805
243888,"4870 Biscayne Blvd, Miami, FL, ",Match,Exact,"4870 BISCAYNE BLVD, MIAMI, FL, 33137","-80.187608558154,25.82061923855",116287826,12,086,002100
1332704,"5615 N University Dr, Coral Springs, FL, ",Match,Non_Exact,"5615 UNIVERSITY DR, CORAL SPRINGS, FL, 33067","-80.250335503022,26.298576791751",640931908,12,011,010604
1618960,"5100 W Commercial Blvd, Tamarac, FL, ",Match,Exact,"5100 W COMMERCIAL BLVD, TAMARAC, FL, 33319","-80.21759665419,26.193699912246",114705456,12,011,060109
1433409,"1101 N Flagler Ave, Homestead, FL, ",Match,Exact,"1101 N FLAGLER AVE, HOMESTEAD, FL, 33030","-80.464605667087,25.480944509551",115991917,12,086,011011
522567,"5767 Bird Rd, Miami, FL, ",No_Match,,,,,,,
1413817,"3744 N Andrews Ave, Oakland Park, FL, ",Match,Exact,"3744 N ANDREWS AVE, OAKLAND PARK, FL, 33309","-80.146590751313,26.173480334326",114719486,12,011,050702
988501,"714 S Federal Hwy, Deerfield Beach, FL, ",No_Match,,,,,,,
1212938,"1900 W 60th St, Hialeah, FL, ",Match,Exact,"1900 W 60TH ST, HIALEAH, FL, 33012","-80.321216598562,25.876953994536",116025006,12,086,009314
579458,"4469 S Congress Ave, Lake Worth, FL, ",Match,Exact,"4469 S CONGRESS AVE, LAKE WORTH, FL, 33461","-80.089404396423,26.610394899814",115285007,12,099,004904
1016626,"1600 S Federal Hwy, Hollywood, FL, ",Match,Exact,"1600 S FEDERAL HWY, HOLLYWOOD, FL, 33020","-80.142842574174,25.997607960149",640128278,12,011,091904
827502,"1166 Normandy Dr, Miami Beach, FL, ",Match,Exact,"1166 NORMANDY DR, MIAMI BEACH, FL, 33141","-80.130583911811,25.855626485316",116008695,12,086,003915
1090523,"8760 SW 136th St, Miami, FL, ",Match,Exact,"8760 SW 136TH ST, MIAMI, FL, 33156","-80.334409794396,25.643830721733",642250043,12,086,008409
701519,"700 W Broward Blvd, Ft Lauderdale, FL, ",Match,Exact,"700 W BROWARD BLVD, FT LAUDERDALE, FL, 33312","-80.15056190058,26.122048573455",114722634,12,011,042602
827505,"4669 NW 183rd St, Miami Gardens, FL, ",No_Match,,,,,,,
1550852,"8001 SW 67th Ave, Miami, FL, ",Match,Exact,"8001 SW 67TH AVE, MIAMI, FL, 33143","-80.301055672973,25.696378986174",115985345,12,086,007610
1550851,"77 W Okeechobee Rd, Hialeah, FL, ",Match,Non_Exact,"77 S OKEECHOBEE RD, HIALEAH, FL, 33010","-80.283366774563,25.82497589844",115959194,12,086,001605
827506,"8250 NW 103rd St, Hialeah Gardens, FL, ",Match,Exact,"8250 NW 103RD ST, HIALEAH GARDENS, FL, 33016","-80.33116605205,25.869241382158",611221702,12,086,013700
1550854,"18400 SW 177th Ave, Miami, FL, ",Match,Exact,"18400 SW 177TH AVE, MIAMI, FL, 33187","-80.478528333592,25.594227678481",116260908,12,086,010302
1600850,"3299 NW 2nd Ave, Miami, FL, ",Match,Exact,"3299 NW 2ND AVE, MIAMI, FL, 33127","-80.199222037586,25.807257684059",116007500,12,086,002600
1626588,"4741 NW 79th Ave, Doral, FL, ",Match,Exact,"4741 NW 79TH AVE, DORAL, FL, 33166","-80.325452386014,25.816711760633",116264684,12,086,009066
1289451,"7600 Margate Blvd, Margate, FL, ",No_Match,,,,,,,
286147,"15450 NW 77th Ct, Miami Lakes, FL, ",Match,Exact,"15450 NW 77TH CT, MIAMI LAKES, FL, 33016","-80.326869023856,25.914021566931",116255263,12,086,012702
1494270,"2631 NE 10th Ct, Homestead, FL, ",No_Match,,,,,,,
1413820,"927 Old Federal Hwy, Hallandale Beach, FL, ",Match,Exact,"927 OLD FEDERAL HWY, HALLANDALE BEACH, FL, 33009","-80.14740893902,25.975365623949",114737033,12,011,100302
1396806,"1505 NW 47th Ave, Lauderhill, FL, ",Match,Exact,"1505 NW 47TH AVE, LAUDERHILL, FL, 33313","-80.212125284904,26.14431380736",114708117,12,011,060401
1649230,"3201 Nw 36th St, Miami, FL, ",Match,Exact,"3201 NW 36TH ST, MIAMI, FL, 33142","-80.248441903225,25.808900301033",116002062,12,086,001705
1616314,"5568 W Oakland Park Blvd, Lauderhill, FL, ",Match,Exact,"5568 W OAKLAND PARK BLVD, LAUDERHILL, FL, 33313","-80.226055147147,26.164634760868",637117288,12,011,060303
1014898,"2501 E Sunrise Blvd, Fort Lauderdale, FL, ",Match,Exact,"2501 E SUNRISE BLVD, FORT LAUDERDALE, FL, 33304","-80.112773635326,26.138087937519",637284911,12,011,040601
1256502,"3750 NW 87th Ave, Doral, FL, ",Match,Exact,"3750 NW 87TH AVE, DORAL, FL, 33178","-80.337421072605,25.808591020878",647811702,12,086,009010
1014899,"4801 Linton Blvd, Delray Beach, FL, ",Match,Exact,"4801 LINTON BLVD, DELRAY BEACH, FL, 33445","-80.11977181871,26.439402385146",646935828,12,099,006908
660215,"1699 NW 7th St, Miami, FL, ",Match,Exact,"1699 NW 7TH ST, MIAMI, FL, 33125","-80.221496823734,25.78004350294",116015772,12,086,005102
325362,"181 SW 6th St, Pompano Beach, FL, ",Match,Exact,"181 SW 6TH ST, POMPANO BEACH, FL, 33060","-80.125923601062,26.222683370857",114694791,12,011,030903
1550866,"24790 SW 177th Ave, Homestead, FL, ",Match,Exact,"24790 SW 177TH AVE, HOMESTEAD, FL, 33031","-80.478079301636,25.535888214664",648440256,12,086,010303
1400511,"630 S Dixie Hwy, Lake Worth Beach, FL, ",Match,Exact,"630 S DIXIE HWY, LAKE WORTH BEACH, FL, 33460","-80.057551977405,26.608177923281",115294301,12,099,005202
1349615,"282 NE 135th St, Miami, FL, ",Match,Exact,"282 NE 135TH ST, MIAMI, FL, 33161","-80.193859308748,25.899017389882",116033966,12,086,000306
1433422,"5978 SW 64th St, South Miami, FL, ",Match,Exact,"5978 SW 64TH ST, SOUTH MIAMI, FL, 33143","-80.290040130702,25.711442741586",115978876,12,086,007603
1345262,"4245 N State Road 7, Lauderdale Lakes, FL, ",Match,Exact,"4245 N STATE RD 7, LAUDERDALE LAKES, FL, 33319","-80.203620247113,26.178681235088",114707007,12,011,050315
1103594,"525 S Cypress Rd, Pompano Beach, FL, ",Match,Exact,"525 S CYPRESS RD, POMPANO BEACH, FL, 33060","-80.123345636067,26.223988964387",114695211,12,011,030903
1314021,"1740 Polk St, Hollywood, FL, ",Match,Exact,"1740 POLK ST, HOLLYWOOD, FL, 33020","-80.142127963702,26.013389785736",114730695,12,011,091903
1616324,"812 SW 8th St, Miami, FL, ",Tie,,,,,,,
579483,"16901 Miramar Pkwy, Miramar, FL, ",Match,Exact,"16901 MIRAMAR PKWY, MIRAMAR, FL, 33027","-80.371685187914,25.978714561279",114794867,12,011,110360
1630624,"8161 Wiles Rd, Coral Springs, FL, ",Match,Exact,"8161 WILES RD, CORAL SPRINGS, FL, 33067","-80.235039597995,26.286881720813",114785665,12,011,010604
1209300,"1021 NW 95th St, Miami, FL, ",Match,Exact,"1021 NW 95TH ST, MIAMI, FL, 33150","-80.214028145939,25.861737779761",116003005,12,086,000408
701542,"5891 S Military Trl, Lake Worth, FL, ",Match,Exact,"5891 S MILITARY TRL, LAKE WORTH, FL, 33463","-80.114742823048,26.591481165822",115559013,12,099,004813
1033165,"1941 N Dixie Hwy, Pompano Beach, FL, ",Match,Exact,"1941 N DIXIE HWY, POMPANO BEACH, FL, 33060","-80.119671167703,26.254716862246",114744495,12,011,030302
1425800,"8800 Coral Way, Miami, FL, ",No_Match,,,,,,,
1550879,"6601 Nova Dr, Davie, FL, ",Match,Exact,"6601 NOVA DR, DAVIE, FL, 33317","-80.233784388548,26.086987449467",114711366,12,011,070204
861447,"908-910 E 25th St, Hialeah, FL, ",No_Match,,,,,,,
266558,"12295 Biscayne Blvd, North Miami, FL, ",Match,Exact,"12295 BISCAYNE BLVD, NORTH MIAMI, FL, 33181","-80.16368748977,25.889315284413",116037728,12,086,001204
918689,"21709 State Road 7, Boca Raton, FL, ",Match,Exact,"21709 STATE HWY 7, BOCA RATON, FL, 33428","-80.203387087554,26.353566111081",115316507,12,099,007731
1404052,"524 Dr Martin Luther King Jr Blvd E, Belle Glade, FL, ",Tie,,,,,,,
246945,"7805 Bird Rd, Miami, FL, ",No_Match,,,,,,,
1502310,"902 N Dixie Hwy, Lake Worth Beach, FL, ",Match,Exact,"902 N DIXIE HWY, LAKE WORTH BEACH, FL, 33460","-80.056923909412,26.626412107636",115281437,12,099,005204
1299699,"110 US Highway 27 S, South Bay, FL, ",Match,Exact,"110 US HWY 27 S, SOUTH BAY, FL, 33493","-80.716102365567,26.663839343853",646771829,12,099,008302
1499982,"5201 NW 27th Ave, Miami, FL, ",Match,Exact,"5201 NW 27TH AVE, MIAMI, FL, 33142","-80.240654253654,25.82213357191",116002191,12,086,001803
1278758,"1520 Belvedere Rd, West Palm Beach, FL, ",Match,Exact,"1520 BELVEDERE RD, WEST PALM BEACH, FL, 33406","-80.073100222043,26.690763306741",648333085,12,099,980500
674899,"17534 Collins Ave, Sunny Isles Beach, FL, ",Match,Exact,"17534 COLLINS AVE, SUNNY ISLES BEACH, FL, 33160","-80.121561287482,25.93839863738",116292122,12,086,000126
1290400,"8955 Lantana Rd, Lake Worth, FL, ",Match,Exact,"8955 LANTANA RD, LAKE WORTH, FL, 33467","-80.188909775696,26.590918411436",115282114,12,099,007710
1432999,"301 E Sunrise Blvd, Fort Lauderdale, FL, ",Match,Exact,"301 E SUNRISE BLVD, FORT LAUDERDALE, FL, 33304","-80.141312314541,26.137025669878",637279539,12,011,041700
1081613,"19501 NW 57th Ave, Miami Gardens, FL, ",Tie,,,,,,,
1186772,"12915 NW 7th Ave, North Miami, FL, ",Match,Exact,"12915 NW 7TH AVE, NORTH MIAMI, FL, 33168","-80.210970595841,25.892982098659",116033455,12,086,000405
1247612,"1937 N Military Trl, West Palm Beach, FL, ",Match,Exact,"1937 N MILITARY TRL, WEST PALM BEACH, FL, 33409","-80.111269377096,26.705801532401",646912040,12,099,003102
1243255,"1500 SW 57th Ave, West Miami, FL, ",Match,Non_Exact,"1500 SW 57TH AVE, MIAMI, FL, 33155","-80.287668018772,25.75710794975",115976134,12,086,005901
1186775,"4697 N State Route 7, Lauderdale Lakes, FL, ",Match,Exact,"4697 N STATE RD 7, LAUDERDALE LAKES, FL, 33319","-80.203687152246,26.182139084909",629880392,12,011,050315
414064,"1015 S Federal Hwy, Delray Beach, FL, ",Match,Non_Exact,"1015 N FEDERAL HWY, DELRAY BEACH, FL, 33483","-80.066943354694,26.476764115342",115297779,12,099,006401
693163,"375 S Rosemary Ave, West Palm Beach, FL, ",Match,Exact,"375 S ROSEMARY AVE, WEST PALM BEACH, FL, 33401","-80.057164546274,26.710729142669",115278641,12,099,002600
1047774,"2511 E Atlantic Blvd, Pompano Beach, FL, ",Match,Exact,"2511 E ATLANTIC BLVD, POMPANO BEACH, FL, 33062","-80.098859301589,26.23192949139",114696062,12,011,031001
1452591,"11257 US Highway 1, North Palm Beach, FL, ",Match,Exact,"11257 US HWY 1, NORTH PALM BEACH, FL, 33408","-80.06199082563,26.83993363066",637104272,12,099,000600
1047776,"1776 Biscayne Blvd, Miami, FL, ",Match,Exact,"1776 BISCAYNE BLVD, MIAMI, FL, 33132","-80.189042881366,25.793010861632",116017972,12,086,002702
1181051,"4601 NW 199th St, Miami Gardens, FL, ",Match,Exact,"4601 NW 199TH ST, MIAMI GARDENS, FL, 33055","-80.277149359446,25.954293370123",116026310,12,086,010020
1654621,"3435 N. Federal Highway, Pompano Beach, FL, ",Match,Exact,"3435 N FEDERAL HWY, POMPANO BEACH, FL, 33064","-80.09784760891,26.273579417979",114743944,12,011,030203
1641319,"5400 NW 2nd Ave, Miami, FL, ",Match,Exact,"5400 NW 2ND AVE, MIAMI, FL, 33127","-80.200090228646,25.82522550373",116266754,12,086,002003
1583744,"1541 Cordova Rd, Fort Lauderdale, FL, ",Match,Exact,"1541 CORDOVA RD, FORT LAUDERDALE, FL, 33316","-80.130831692424,26.102787422193",114728327,12,011,042301
1038826,"109 S 3rd St, Lantana, FL, ",Match,Exact,"109 S 3RD ST, LANTANA, FL, 33462","-80.052527908162,26.584335981032",115295045,12,099,005502
1511257,"13913 SW 66th St, Miami, FL, ",Match,Exact,"13913 SW 66TH ST, MIAMI, FL, 33183","-80.420226989497,25.705953292088",115964306,12,086,016900
952583,"22819 State Road 7, Boca Raton, FL, ",Match,Exact,"22819 STATE HWY 7, BOCA RATON, FL, 33428","-80.20320677303,26.336662309693",614297436,12,099,007732
1211674,"15033 S Dixie Hwy, Palmetto Bay, FL, ",Match,Exact,"15033 S DIXIE HWY, PALMETTO BAY, FL, 33176","-80.340391302313,25.630263784407",614007441,12,086,008206
1106662,"121 NW 22nd Ave, Miami, FL, ",Match,Exact,"121 NW 22ND AVE, MIAMI, FL, 33125","-80.230957955994,25.774786381308",116012253,12,086,005405
1269846,"3299 N Federal Hwy, Pompano Beach, FL, ",Match,Exact,"3299 N FEDERAL HWY, POMPANO BEACH, FL, 33064","-80.09806556285,26.272033756158",616392755,12,011,030203
288775,"12001 Southern Blvd, Loxahatchee, FL, ",Match,Exact,"12001 SOUTHERN BLVD, LOXAHATCHEE, FL, 33470","-80.247011245399,26.681859246892",641551523,12,099,007844
1269843,"5800 Hollywood Blvd, Hollywood Beach, FL, ",Match,Non_Exact,"5800 HOLLYWOOD BLVD, HOLLYWOOD, FL, 33021","-80.204567364971,26.010018350918",639373959,12,011,091701
701502,"3000 N State Road 7, Margate, FL, ",Match,Non_Exact,"3000 STATE HWY 7, MARGATE, FL, 33063","-80.201513455852,26.265887834498",636804398,12,011,020101
827519,"1795 SW 8th St, Miami, FL, ",Match,Exact,"1795 SW 8TH ST, MIAMI, FL, 33135","-80.224445892465,25.765632462063",116016628,12,086,005410
892596,"1140 SW 160th Ave, Sunrise, FL, ",Match,Exact,"1140 SW 160TH AVE, SUNRISE, FL, 33326","-80.362242956836,26.105031801127",653180757,12,011,070310
280826,"1895 SW 8th St, Miami, FL, ",Match,Exact,"1895 SW 8TH ST, MIAMI, FL, 33135","-80.226483262273,25.765580341825",116016543,12,086,005410
1255204,"888 Biscayne Blvd, Miami, FL, ",Match,Exact,"888 BISCAYNE BLVD, MIAMI, FL, 33132","-80.189621760515,25.782815575979",641722525,12,086,003710
1211667,"4298 N University Dr, Cooper City, FL, ",Match,Non_Exact,"4298 S UNIVERSITY DR, COOPER CITY, FL, 33328","-80.252175060779,26.06793367353",114711410,12,011,070204
1120954,"310 Palm Beach Rd, South Bay, FL, ",Match,Non_Exact,"310 W PALM BEACH RD, SOUTH BAY, FL, 33493","-80.715217823098,26.664296227608",640585452,12,099,008302
1607422,"17 W 17 St Suite 2, Hialeah, FL, ",Match,Exact,"17 W 17TH ST, HIALEAH, FL, 33010","-80.282268918011,25.837246580448",115958650,12,086,000808
848445,"5551 Hallandale Beach Blvd, Pembroke Park, FL, ",No_Match,,,,,,,
1627827,"5659 Johnson St, Hollywood, FL, ",Match,Exact,"5659 JOHNSON ST, HOLLYWOOD, FL, 33021","-80.201092051038,26.017864944181",648316413,12,011,091100
1130246,"1460 W 49th St, Hialeah, FL, ",Match,Exact,"1460 W 49TH ST, HIALEAH, FL, 33012","-80.311627479684,25.86653916135",115956208,12,086,000713
838129,"612 Belvedere Rd, West Palm Beach, FL, ",Match,Exact,"612 BELVEDERE RD, WEST PALM BEACH, FL, 33405","-80.057497817891,26.690347384257",115279226,12,099,003300
1566468,"805 Foster Rd, Hallandale Beach, FL, ",Match,Exact,"805 FOSTER RD, HALLANDALE BEACH, FL, 33009","-80.159993275971,25.994044906337",636476350,12,011,100400
1312392,"333 W Palm Dr, Homestead, FL, ",Match,Exact,"333 W PALM DR, HOMESTEAD, FL, 33034","-80.481182044369,25.447746927334",115992374,12,086,011406
1130248,"19100 NW 27th Ave, Miami Gardens, FL, ",Match,Exact,"19100 NW 27TH AVE, MIAMI GARDENS, FL, 33056","-80.245724850901,25.94822840446",116027673,12,086,010023
826148,"27365 S Dixie Hwy, Naranja, FL, ",Match,Non_Exact,"27365 DIXIE HWY, NARANJA, FL, 33032","-80.432797310312,25.513038655545",115990149,12,086,010804
1439593,"2473 N State Road 7, Lauderdale Lakes, FL, ",Match,Exact,"2473 N STATE RD 7, LAUDERDALE LAKES, FL, 33313","-80.20310618996,26.157791316005",114777034,12,011,060402
980621,"8790 W McNab Rd, Tamarac, FL, ",Match,Exact,"8790 W MCNAB RD, TAMARAC, FL, 33321","-80.268254183734,26.208121569978",639362138,12,011,060130
980622,"10110 Lyons Rd, Boynton Beach, FL, ",Match,Exact,"10110 LYONS RD, BOYNTON BEACH, FL, 33473","-80.188406084599,26.526117311003",652507233,12,099,007772
826140,"4100 Hallandale Beach Blvd, Pembroke Park, FL, ",Match,Non_Exact,"4100 W HALLANDALE BEACH BLVD, PEMBROKE PARK, FL, 33023","-80.184451478213,25.984328639493",637819498,12,011,100600
1534875,"4701 W Sample Rd, Coconut Creek, FL, ",Match,Exact,"4701 W SAMPLE RD, COCONUT CREEK, FL, 33073","-80.187381171287,26.274049196955",624563158,12,011,010606
826141,"14400 NW 27th Ave, Opa Locka, FL, ",Match,Exact,"14400 NW 27TH AVE, OPA LOCKA, FL, 33054","-80.243989277533,25.905508323849",116260368,12,086,000509
826144,"9045 Biscayne Blvd, Miami Shores, FL, ",Match,Exact,"9045 BISCAYNE BLVD, MIAMI SHORES, FL, 33138","-80.183787661145,25.858245378174",116255719,12,086,001206
826143,"11520 Quail Roost Dr, Miami, FL, ",Match,Exact,"11520 QUAIL ROOST DR, MIAMI, FL, 33157","-80.379256145594,25.592025487483",640558554,12,086,010208
1452574,"100 E Martin Luther King Jr Blvd, Boynton Beach, FL, ",Match,Non_Exact,"100 MARTIN LUTHER KING JR BLVD, BOYNTON BEACH, FL, 33435","-80.064244230943,26.536050434708",647678423,12,099,006100
826146,"5362 W 16th Ave, Hialeah, FL, ",Match,Exact,"5362 W 16TH AVE, HIALEAH, FL, 33012","-80.315092723834,25.871646986501",115956047,12,086,009314
737557,"9980 W Oakland Park Blvd, Sunrise, FL, ",Match,Exact,"9980 W OAKLAND PARK BLVD, SUNRISE, FL, 33351","-80.283639996202,26.169340173255",638979220,12,011,060116
1667054,"2701 Lake Ave, West Palm Beach, FL, ",Match,Non_Exact,"2701 LAKE DR, WEST PALM BEACH, FL, 33404","-80.039041519275,26.785060351105",115276434,12,099,000512
1667055,"501 SW 40th Ave, Plantation, FL, ",No_Match,,,,,,,
1371470,"9926 Lyons Rd, Boynton Beach, FL, ",Match,Exact,"9926 LYONS RD, BOYNTON BEACH, FL, 33472","-80.188479905059,26.532151961",629937244,12,099,007772
794110,"1 W Sunrise Blvd, Ft Lauderdale, FL, ",Match,Exact,"1 W SUNRISE BLVD, FT LAUDERDALE, FL, 33311","-80.144271143886,26.136950664809",637279530,12,011,041700
283918,"12175 SW 26th St, Miami, FL, ",Match,Exact,"12175 SW 26TH ST, MIAMI, FL, 33175","-80.391803066215,25.744438938918",635560696,12,086,014601
873359,"10935 S Jog Rd, Boynton Beach, FL, ",Match,Non_Exact,"10935 JOG RD, BOYNTON BEACH, FL, 33437","-80.147324844386,26.514386109024",115555865,12,099,005949
1341607,"7120 Kimberly Blvd, North Lauderdale, FL, ",Match,Exact,"7120 KIMBERLY BLVD, NORTH LAUDERDALE, FL, 33068","-80.22101883352,26.218597622364",647911518,12,011,020412
826139,"1720 NW 69th Ter, Miami, FL, ",Match,Exact,"1720 NW 69TH TER, MIAMI, FL, 33147","-80.225901812675,25.837782804208",116004112,12,086,001502
826138,"14610 NE 6th Ave, Miami, FL, ",Match,Exact,"14610 NE 6TH AVE, MIAMI, FL, 33161","-80.187406082767,25.909402061284",116031563,12,086,000310
1039329,"580 W Palm Dr, Homestead, FL, ",Match,Exact,"580 W PALM DR, HOMESTEAD, FL, 33034","-80.484930813779,25.447840698343",115992355,12,086,011405
712246,"1247 W 68th St, Hialeah, FL, ",No_Match,,,,,,,
826130,"9390 NW 27th Ave, Miami, FL, ",Match,Exact,"9390 NW 27TH AVE, MIAMI, FL, 33147","-80.242248304266,25.859182883765",115998766,12,086,000905
1627832,"3625 NW 191st St, Miami Gardens, FL, ",Match,Exact,"3625 NW 191ST ST, MIAMI GARDENS, FL, 33056","-80.261006578866,25.947687967437",116026902,12,086,010012
826132,"4160 NW 2nd Ave, Miami, FL, ",Match,Exact,"4160 NW 2ND AVE, MIAMI, FL, 33127","-80.19962867617,25.814473694985",116007441,12,086,002202
1396763,"1863 W Flagler St, Miami, FL, ",Match,Exact,"1863 W FLAGLER ST, MIAMI, FL, 33135","-80.226211133812,25.772757038054",116016375,12,086,005406
945400,"2860 Davie Rd, Davie, FL, ",Match,Exact,"2860 DAVIE RD, DAVIE, FL, 33317","-80.228863159873,26.086349607939",114814505,12,011,070103
945405,"7550 NW 186th St, Hialeah, FL, ",Match,Exact,"7550 NW 186TH ST, HIALEAH, FL, 33015","-80.325160956437,25.942284978087",614005208,12,086,012101
1558864,"4077 Lake Worth Rd, Lake Worth, FL, ",Match,Exact,"4077 LAKE WORTH RD, LAKE WORTH, FL, 33461","-80.106511625447,26.618142623619",115518523,12,099,004602
1036280,"31462 SW 133rd Ave, Homestead, FL, ",Match,Exact,"31462 SW 133RD AVE, HOMESTEAD, FL, 33033","-80.408223079215,25.475037682203",115993972,12,086,010706
967630,"4112 S Ocean Dr, Hollywood, FL, ",Match,Exact,"4112 S OCEAN DR, HOLLYWOOD, FL, 33019","-80.119455927397,25.986458448037",636901935,12,011,090103
1652800,"1104 N Dixie Hwy, Lake Worth Beach, FL, ",Match,Exact,"1104 N DIXIE HWY, LAKE WORTH BEACH, FL, 33460","-80.056837864256,26.628854575406",115281431,12,099,005204
1341618,"2595 N University Dr, Sunrise, FL, ",Match,Exact,"2595 N UNIVERSITY DR, SUNRISE, FL, 33322","-80.257392177672,26.156561397132",636772155,12,011,060206
1121310,"850 Ives Dairy Rd, Miami, FL, ",No_Match,,,,,,,
1513918,"7250 W 24th Ave, Hialeah, FL, ",Match,Exact,"7250 W 24TH AVE, HIALEAH, FL, 33016","-80.331923657322,25.888250043669",641706597,12,086,013000
1456922,"1700 NW 17th Ave, Miami, FL, ",Match,Exact,"1700 NW 17TH AVE, MIAMI, FL, 33125","-80.223229204433,25.79114251196",116015648,12,086,003006
526190,"8989 Okeechobee Blvd, West Palm Beach, FL, ",Match,Exact,"8989 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33411","-80.184114724606,26.708895283025",631259925,12,099,007837
1453898,"4000 Collins Ave, Miami Beach, FL, ",Match,Exact,"4000 COLLINS AVE, MIAMI BEACH, FL, 33140","-80.12314717881,25.812481852952",116009521,12,086,004103
876412,"407 SW 12th Ave, Miami, FL, ",Match,Exact,"407 SW 12TH AVE, MIAMI, FL, 33130","-80.214488650814,25.769488919362",116016845,12,086,005306
1660402,"6041 W Sunrise Blvd, Plantation, FL, ",Match,Exact,"6041 W SUNRISE BLVD, PLANTATION, FL, 33313","-80.230447822498,26.135935518497",637266910,12,011,060203
1281598,"1598 Palm Ave, Hialeah, FL, ",Match,Exact,"1598 PALM AVE, HIALEAH, FL, 33010","-80.281924018289,25.83620727522",115958674,12,086,000807
380153,"1500 S Douglas Rd, Coral Gables, FL, ",Match,Exact,"1500 S DOUGLAS RD, CORAL GABLES, FL, 33134","-80.25495942178,25.757987851522",116011939,12,086,006205
1635470,"2351 W Oakland Park Blvd, Oakland Park, FL, ",Match,Exact,"2351 W OAKLAND PARK BLVD, OAKLAND PARK, FL, 33311","-80.174792695443,26.165624097327",616395827,12,011,050401
1565166,"7870 W Flagler St, Miami, FL, ",Match,Exact,"7870 W FLAGLER ST, MIAMI, FL, 33144","-80.324314884325,25.769775867988",115974372,12,086,009051
737547,"4645 Gun Club Rd, West Palm Beach, FL, ",Match,Exact,"4645 GUN CLUB RD, WEST PALM BEACH, FL, 33415","-80.114721455878,26.673774643282",646912720,12,099,003901
778058,"5370 W 12th Ave, Hialeah, FL, ",Match,Exact,"5370 W 12TH AVE, HIALEAH, FL, 33012","-80.307055084534,25.871131951868",115956292,12,086,009326
622764,"6251 Pga Blvd, Palm Beach Gardens, FL, ",Match,Exact,"6251 PGA BLVD, PALM BEACH GARDENS, FL, 33418","-80.134311625533,26.839164780723",115564946,12,099,007835
1208082,"3208 Nw 17th Ave, Miami, FL, ",Match,Exact,"3208 NW 17TH AVE, MIAMI, FL, 33142","-80.22380027271,25.805924457797",116005200,12,086,002404
1129214,"617 NW 3rd St, Pompano Beach, FL, ",Match,Non_Exact,"617 NW 3RD AVE, POMPANO BEACH, FL, 33060","-80.126944610952,26.237423871891",114694950,12,011,030402
1398521,"305 SW 12th Ave, Miami, FL, ",Match,Exact,"305 SW 12TH AVE, MIAMI, FL, 33130","-80.214498341853,25.770485130776",116016837,12,086,005305
1336283,"18320 Collins Ave, Sunny Isles Beach, FL, ",Match,Exact,"18320 COLLINS AVE, SUNNY ISLES BEACH, FL, 33160","-80.121055620948,25.946014685967",609039800,12,086,000123
1427577,"2690 Davie Blvd, Fort Lauderdale, FL, ",Match,Exact,"2690 DAVIE BLVD, FORT LAUDERDALE, FL, 33312","-80.177631206896,26.106363782968",114726613,12,011,043100
1598016,"8300 W McNab Rd, North Lauderdale, FL, ",Match,Exact,"8300 W MCNAB RD, NORTH LAUDERDALE, FL, 33068","-80.240369823665,26.20822473893",646969862,12,011,060105
1398529,"4700 South State Road 7, Hollywood, FL, ",No_Match,,,,,,,
1281524,"1816 N 20th Ave, Hollywood, FL, ",Match,Exact,"1816 N 20TH AVE, HOLLYWOOD, FL, 33020","-80.147468745148,26.027288087419",114730414,12,011,090303
806578,"1610 W 49th St, Hialeah, FL, ",Match,Exact,"1610 W 49TH ST, HIALEAH, FL, 33012","-80.315120669383,25.866531997045",115956130,12,086,000705
1546894,"3785 NE 163rd St, North Miami Beach, FL, ",Match,Exact,"3785 NE 163RD ST, NORTH MIAMI BEACH, FL, 33160","-80.133747615114,25.929476316571",116057913,12,086,000128
1477837,"5595 Pembroke Rd, Hollywood, FL, ",Match,Exact,"5595 PEMBROKE RD, HOLLYWOOD, FL, 33021","-80.198742944587,25.995294937051",114735128,12,011,091400
992646,"4449 N State Road 7, Lauderdale Lakes, FL, ",Match,Exact,"4449 N STATE RD 7, LAUDERDALE LAKES, FL, 33319","-80.203674544221,26.181590063095",629880392,12,011,050315
1627865,"1201 South Ocean Blvd, Pompano Beach, FL, ",Match,Exact,"1201 S OCEAN BLVD, POMPANO BEACH, FL, 33062","-80.091327129313,26.222824284113",114696300,12,011,031207
1365600,"810 E 41st St, Hialeah, FL, ",Match,Exact,"810 E 41ST ST, HIALEAH, FL, 33013","-80.266389959952,25.85992056295",115998098,12,086,000611
919147,"15150 Miller Dr, Miami, FL, ",No_Match,,,,,,,
1153793,"2246 49th Way N, West Palm Beach, FL, ",Match,Exact,"2246 49TH WAY N, WEST PALM BEACH, FL, 33417","-80.11882674041,26.710532224949",115270839,12,099,001909
1586029,"364 Dr Mlk Blvd W, Belle Glade, FL, ",Tie,,,,,,,
